Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,KMeans_Cluster,DBSCAN_Cluster
111793,0,1,1,1,500,1,0,0,4057,0,1,0
18700,0,1,1,1,870,2,0,0,3995,0,1,0
53957,0,1,1,1,7000,4,500,1,4133,0,2,3
60076,0,4,1,1,45582,9,0,0,3935,0,0,0
3522,0,1,1,1,3522,4,0,0,3916,0,1,0
36736,0,1,1,1,0,0,0,0,4134,0,1,0
88918,0,2,1,1,5537,14,0,0,4180,1,0,2
81552,0,2,1,1,7703,8,0,0,3855,0,1,0
118067,0,2,1,1,8715,12,0,0,3718,1,0,2
35425,0,1,1,1,4125,19,0,0,3834,0,1,0
10872,0,1,1,1,4500,27,0,0,3882,0,1,0
109268,0,2,1,1,7401,17,750,1,4034,0,2,-1
105160,0,3,1,1,20458,21,0,0,3732,0,0,0
90919,0,4,1,1,44430,17,0,0,3739,1,0,2
74538,0,3,1,1,18835,21,0,0,2726,0,0,0
4606,0,1,1,1,4320,6,0,0,3501,1,1,2
61617,0,2,1,1,23495,13,0,0,3972,0,0,0
15275,0,1,1,1,75,2,0,0,2761,0,1,0
112891,0,1,1,1,500,1,500,1,3909,0,2,3
81251,0,1,1,1,19500,6,0,0,3958,1,0,2
18142,0,1,1,1,220,4,0,0,3638,0,1,0
16200,0,4,1,1,40455,17,0,0,3840,1,0,2
8913,0,1,1,1,2050,10,50,1,3630,0,1,3
14372,0,2,1,1,9042,13,0,0,3557,1,1,2
49874,0,4,1,1,39976,13,0,0,4293,1,0,2
35445,0,1,1,1,3379,9,0,0,4198,1,1,2
33753,0,3,1,1,14961,14,500,1,3335,1,2,1
53750,0,3,1,1,23135,14,0,0,3736,0,0,0
110132,0,1,1,1,19000,5,0,0,3271,1,0,2
12221,0,1,1,1,511,4,0,0,3692,0,1,0
65519,0,1,1,1,0,0,0,0,4150,0,1,0
124564,0,3,1,1,11026,13,0,0,3840,0,0,0
24111,0,2,1,1,9374,16,0,0,3802,1,0,2
35801,0,1,1,1,3337,13,0,0,3743,1,1,2
150972,0,1,1,1,2700,3,700,2,3645,1,2,-1
47090,0,1,1,1,0,0,0,0,3726,0,1,0
1300,0,1,1,1,454,11,0,0,3691,1,1,2
20900,0,1,1,1,1000,1,0,0,3685,0,1,0
46607,0,1,1,1,0,0,0,0,3727,0,1,0
33017,0,1,1,1,1069,7,250,1,3814,0,2,3
30729,0,3,1,1,16456,15,0,0,3795,1,0,2
35546,0,1,1,1,3376,10,0,0,3739,0,1,0
7845,0,1,1,1,265,3,0,0,3508,0,1,0
13543,0,1,1,1,1443,7,423,2,3811,1,2,5
16618,0,1,1,1,897,5,0,0,3620,0,1,0
11548,0,1,1,1,1634,7,0,0,3837,0,1,0
22181,0,1,1,1,6245,15,0,0,3656,0,1,0
25080,0,1,1,1,2060,12,0,0,3795,0,1,0
17964,0,1,1,1,5030,23,0,0,3783,1,1,2
155385,0,3,1,1,15267,12,0,0,3624,0,0,0
3977,0,1,1,1,0,0,0,0,3593,0,1,0
14620,0,1,1,1,0,0,0,0,2833,0,1,0
46882,0,1,1,1,0,0,0,0,3701,0,1,0
3350,0,1,1,1,65,3,0,0,3540,0,1,0
3049,0,1,1,1,0,0,0,0,3613,0,1,0
32377,0,1,1,1,250,2,250,2,3515,0,2,4
9396,0,1,1,1,860,5,350,2,3588,1,2,5
102669,0,2,1,1,6760,14,306,2,3265,1,2,-1
26745,0,1,1,1,17547,9,0,0,3664,1,1,2
120576,0,4,1,1,36635,14,0,0,3823,1,0,2
7658,0,1,1,1,300,1,0,0,3231,0,1,0
11136,0,1,1,1,100,1,0,0,3571,1,1,2
168778,0,5,1,1,57060,20,500,1,3326,0,2,-1
124979,0,3,1,1,14267,14,0,0,3720,0,0,0
35659,0,1,1,1,1102,9,0,0,3533,0,1,0
64414,0,1,1,1,1952,12,0,0,2395,0,1,0
22384,0,1,1,1,0,0,0,0,3676,0,1,0
13381,0,1,1,1,1150,2,150,1,3312,0,1,3
10959,0,1,1,1,500,1,0,0,3469,1,1,2
28607,0,1,1,1,5943,5,0,0,2895,0,1,0
30686,0,1,1,1,6161,2,0,0,3596,0,1,0
8260,0,1,1,1,700,2,0,0,3673,0,1,0
61584,0,4,1,1,27937,14,0,0,3783,0,0,0
141594,0,2,1,1,30565,16,0,0,3776,0,0,0
64153,0,3,1,1,23563,19,0,0,3575,1,0,2
10000,0,1,1,1,790,3,0,0,3564,0,1,0
21839,0,1,1,1,853,3,119,1,3638,1,1,1
92551,0,3,1,1,13755,13,500,1,3895,0,2,3
49353,0,4,1,1,34656,14,0,0,3540,1,0,2
21843,0,1,1,1,1411,9,0,0,3177,1,1,2
34072,0,1,1,1,500,1,0,0,3879,0,1,0
72962,0,4,1,1,28055,16,0,0,3869,1,0,2
99502,0,3,1,1,19678,28,600,2,4182,0,2,-1
13250,0,3,1,1,17778,14,0,0,3861,1,0,2
98232,0,5,1,1,56687,14,500,1,3867,0,2,3
105957,0,1,1,1,4881,12,0,0,3859,0,1,0
22548,0,1,1,1,3225,9,0,0,3852,0,1,0
89761,0,3,1,1,11965,13,0,0,3845,1,0,2
65263,0,1,1,1,22500,4,0,0,3844,0,1,0
62023,0,1,1,1,750,4,550,1,3819,0,2,3
44197,0,1,1,1,2500,1,0,0,3831,0,1,0
104245,0,4,1,1,45589,14,0,0,3810,0,0,0
109649,0,3,1,1,22136,13,0,0,3812,0,0,0
34379,0,3,1,1,13051,20,150,1,3805,1,2,1
48970,0,4,1,1,30872,14,0,0,3817,1,0,2
24277,0,2,1,1,5330,5,0,0,3796,0,1,0
20308,0,3,1,1,19526,13,0,0,3797,1,0,2
111041,0,3,1,1,10252,12,0,0,3875,0,0,0
27904,0,2,1,1,6622,17,0,0,3793,0,1,0
128620,0,2,1,1,7747,12,0,0,3789,0,0,0
27135,0,1,1,1,4908,11,0,0,3783,0,1,0
32898,0,1,1,1,1000,1,0,0,3777,0,1,0
196922,0,4,1,1,40170,18,0,0,3755,0,0,0
196175,0,4,1,1,33886,13,0,0,3775,0,0,0
11457,0,1,1,1,705,3,0,0,3767,0,1,0
175344,0,4,1,1,40152,19,0,0,3770,0,0,0
5154,0,5,1,1,54657,28,0,0,3769,1,0,-1
13232,0,1,1,1,8668,16,0,0,3753,1,1,2
75526,0,4,1,1,46421,14,0,0,3712,1,0,2
53935,0,1,1,1,0,0,0,0,3743,0,1,0
18402,0,1,1,1,0,0,0,0,3746,0,1,0
24784,0,1,1,1,100,1,0,0,3729,0,1,0
62903,0,3,1,1,16434,13,0,0,3732,0,0,0
80272,0,4,1,1,34744,14,550,2,3728,1,2,-1
188184,0,4,1,1,32170,13,0,0,3707,1,0,2
83524,0,4,1,1,43152,18,0,0,3694,0,0,0
10794,0,1,1,1,0,0,0,0,3712,0,1,0
49807,0,2,1,1,6393,20,0,0,3718,0,1,0
18266,0,3,1,1,12254,15,0,0,3713,1,0,2
87851,0,4,1,1,28969,17,0,0,4026,0,0,0
32991,0,1,1,1,1230,6,0,0,3693,0,1,0
28677,0,1,1,1,215,3,0,0,3699,0,1,0
103809,0,3,1,1,16776,14,0,0,3699,0,0,0
417,0,1,1,1,3000,1,0,0,3670,1,1,2
8859,0,3,1,1,11998,13,0,0,3690,1,0,2
26896,0,1,1,1,5364,15,0,0,3685,0,1,0
16986,0,1,1,1,0,0,0,0,3676,0,1,0
25530,0,3,1,1,25131,17,0,0,3677,1,0,2
77067,0,4,1,1,40129,15,0,0,3671,0,0,0
6350,0,1,1,1,0,0,0,0,3657,0,1,0
40420,0,2,1,1,8649,14,0,0,3651,0,1,0
30178,0,3,1,1,14422,15,0,0,3656,1,0,2
15088,0,1,1,1,0,0,0,0,3650,0,1,0
138020,0,3,1,1,16449,17,500,1,3637,1,2,-1
27310,0,3,1,1,15537,16,500,1,3623,1,2,1
109131,0,3,1,1,17481,17,150,1,3622,0,2,3
35356,0,3,1,1,18520,15,300,1,3637,1,2,1
33466,0,1,1,1,355,3,0,0,3592,0,1,0
74796,0,3,1,1,19710,15,400,1,3616,1,2,1
26129,0,3,1,1,20265,17,0,0,3629,1,0,2
30893,0,1,1,1,0,0,0,0,3623,0,1,0
52965,0,1,1,1,500,1,0,0,3606,0,1,0
19516,0,3,1,1,17696,16,0,0,3593,1,0,2
106378,0,4,1,1,56007,14,0,0,3607,0,0,0
22201,0,4,1,1,51278,16,350,1,3602,1,2,1
73378,0,3,1,1,13607,14,0,0,3599,0,0,0
50193,0,1,1,1,12263,3,0,0,3596,0,1,0
165144,0,3,1,1,24156,14,0,0,3581,0,0,0
53556,0,1,1,1,0,0,0,0,3575,0,1,0
28577,0,4,1,1,48564,14,0,0,3586,1,0,2
55417,0,4,1,1,37127,31,0,0,3575,0,0,0
142244,0,3,1,1,12325,13,0,0,3578,0,0,0
23139,0,2,1,1,8156,14,0,0,3578,0,1,0
35323,0,1,1,1,1875,8,0,0,3553,0,1,0
1021,0,1,1,1,100,1,0,0,3553,0,1,0
120345,0,4,1,1,38323,17,650,2,3544,1,2,-1
11593,0,2,1,1,9055,16,0,0,3558,1,0,2
68180,0,1,1,1,2044,9,0,0,3550,0,1,0
26605,0,1,1,1,3704,11,0,0,3543,0,1,0
17920,0,1,1,1,3250,18,0,0,3546,0,1,0
85156,0,1,1,1,133,5,0,0,3550,0,1,0
9005,0,1,1,1,520,1,0,0,3531,0,1,0
55404,0,2,1,1,10613,15,500,1,3531,1,2,1
42584,0,1,1,1,841,6,0,0,3526,0,1,0
51082,0,4,1,1,40878,13,0,0,3524,1,0,2
18727,0,1,1,1,0,0,0,0,3524,0,1,0
15610,0,1,1,1,0,0,0,0,3508,0,1,0
46876,0,1,1,1,9680,7,0,0,3498,1,1,2
14075,0,1,1,1,4286,15,0,0,3513,0,1,0
59895,0,1,1,1,10500,4,0,0,3497,1,1,2
25936,0,1,1,1,0,0,0,0,3495,0,1,0
134318,0,1,1,1,333,3,258,1,3488,0,2,3
32807,0,1,1,1,17259,4,0,0,3482,0,1,0
38591,0,2,1,1,11039,18,0,0,3488,1,0,2
48958,0,3,1,1,24430,5,0,0,3483,0,0,0
10710,0,1,1,1,1000,1,0,0,3460,0,1,0
60349,0,2,1,1,10350,18,0,0,3468,1,0,2
9453,0,1,1,1,2585,5,0,0,3463,0,1,0
60867,0,4,1,1,41345,18,0,0,3454,0,0,0
27590,0,1,1,1,100,1,0,0,3455,0,1,0
100069,0,3,1,1,18745,13,0,0,3454,0,0,0
27820,0,1,1,1,3005,11,0,0,3454,0,1,0
20503,0,1,1,1,520,3,0,0,3445,0,1,0
12950,0,2,1,1,12798,18,195,1,3432,1,2,1
17088,0,1,1,1,0,0,0,0,3510,0,1,0
101632,0,4,1,1,48658,14,0,0,3432,1,0,2
45257,0,1,1,1,3625,7,0,0,3417,0,1,0
626,0,1,1,1,626,1,0,0,3393,0,1,0
18272,0,1,1,1,2920,5,0,0,3405,0,1,0
10756,0,1,1,1,1375,4,0,0,3104,0,1,0
161281,0,1,1,1,6321,8,175,1,3399,0,2,3
75680,0,3,1,1,23159,14,0,0,3397,0,0,0
59839,0,3,1,1,26962,18,0,0,3404,0,0,0
201259,0,4,1,1,40755,34,0,0,3398,1,0,-1
1452,0,1,1,1,2375,5,0,0,3396,1,1,2
30902,0,1,1,1,4175,12,50,1,3384,0,1,3
114067,0,4,1,1,42569,23,0,0,3336,0,0,0
93371,0,4,1,1,55338,20,0,0,3382,0,0,0
20207,0,1,1,1,3033,12,0,0,3370,0,1,0
81087,0,3,1,1,18971,12,0,0,3362,0,0,0
14336,0,1,1,1,0,0,0,0,3349,0,1,0
29929,0,3,1,1,18032,17,150,1,3344,1,2,1
121390,0,1,1,1,8500,4,0,0,3342,0,1,0
23226,0,1,1,1,2236,2,0,0,3343,1,1,2
68012,0,1,1,1,247,3,0,0,3342,0,1,0
23589,0,1,1,1,0,0,0,0,3336,0,1,0
35033,0,1,1,1,1000,1,0,0,2913,0,1,0
19860,0,1,1,1,1500,5,0,0,3281,0,1,0
49588,0,1,1,1,4960,14,100,1,3299,0,1,3
111442,0,4,1,1,30368,19,0,0,3392,1,0,2
87402,0,4,1,1,41685,21,0,0,3306,0,0,0
34049,0,1,1,1,2030,8,0,0,3306,1,1,2
39759,0,1,1,1,100,1,100,1,3278,1,1,1
64138,0,3,1,1,22089,19,0,0,3257,0,0,0
83811,0,4,1,1,25936,15,500,1,3281,1,2,1
51864,0,2,1,1,6795,13,0,0,3279,0,1,0
51730,0,1,1,1,2875,16,0,0,3264,0,1,0
118141,0,4,1,1,46521,11,0,0,3259,1,0,2
76060,0,4,1,1,33424,30,0,0,3263,1,0,2
25316,0,1,1,1,0,0,0,0,3258,0,1,0
3446,0,1,1,1,0,0,0,0,3245,0,1,0
26119,0,1,1,1,3189,6,0,0,3257,0,1,0
14554,0,1,1,1,0,0,0,0,3237,0,1,0
165203,0,4,1,1,36666,20,0,0,3239,1,0,2
76513,0,4,1,1,45265,16,0,0,3235,1,0,2
11952,0,1,1,1,0,0,0,0,3244,0,1,0
44742,0,1,1,1,2500,1,0,0,3217,1,1,2
94022,0,1,1,1,2585,14,0,0,3222,0,1,0
29287,0,1,1,1,0,0,0,0,3216,0,1,0
114868,0,4,1,1,45996,22,0,0,3204,0,0,0
37335,0,3,1,1,19507,17,0,0,3202,1,0,2
45522,0,3,1,1,10728,13,0,0,3197,0,0,0
66524,0,4,1,1,34682,23,0,0,3188,0,0,0
38411,0,1,1,1,500,1,500,1,3190,0,2,3
38137,0,1,1,1,11050,3,50,1,3182,1,1,1
22077,0,1,1,1,1385,4,0,0,3187,0,1,0
95916,0,3,1,1,11845,11,0,0,3182,0,0,0
122164,0,2,1,1,9944,16,0,0,3182,0,0,0
135568,0,4,1,1,40051,21,0,0,3166,0,0,0
98339,0,3,1,1,16336,13,0,0,3145,0,0,0
26103,0,3,1,1,13692,18,0,0,3151,1,0,2
11133,0,1,1,1,0,0,0,0,3147,0,1,0
7011,0,3,1,1,19791,16,0,0,3152,1,0,2
177232,0,3,1,1,14787,13,0,0,3137,0,0,0
29298,0,3,1,1,24656,13,0,0,3141,1,0,2
35304,0,4,1,1,30532,13,0,0,3131,1,0,2
14952,0,1,1,1,250,1,250,1,3099,0,1,3
163315,0,1,1,1,8035,29,0,0,3120,0,0,0
23649,0,1,1,1,3250,16,0,0,3176,0,1,0
169794,0,3,1,1,22824,19,767,2,3119,0,2,-1
23781,0,1,1,1,50,1,50,1,3085,0,1,3
34942,0,3,1,1,19016,13,0,0,3089,1,0,2
5970,0,1,1,1,1000,1,0,0,3091,0,1,0
192246,0,1,1,1,3170,5,500,1,3083,1,2,-1
34103,0,3,1,1,34630,16,0,0,3115,1,0,2
142152,0,3,1,1,19464,13,0,0,3088,0,0,0
12713,0,1,1,1,0,0,0,0,3077,0,1,0
28848,0,1,1,1,0,0,0,0,3069,0,1,0
10940,0,1,1,1,0,0,0,0,3062,0,1,0
24372,0,1,1,1,255,1,255,1,3064,0,1,3
29005,0,1,1,1,90,3,0,0,3060,1,1,2
13117,0,1,1,1,1972,3,0,0,3027,0,1,0
86341,0,3,1,1,20991,16,0,0,3053,1,0,2
142810,0,1,1,1,8000,4,0,0,3049,1,1,2
8399,0,3,1,1,21136,13,0,0,3052,1,0,2
120622,0,4,1,1,25675,14,500,1,3040,0,2,3
86150,0,1,1,1,7600,34,100,1,3011,0,2,-1
14079,0,2,1,1,6503,16,0,0,2999,1,1,2
10036,0,3,1,1,13959,16,0,0,3030,1,0,2
80737,0,1,1,1,2845,5,150,1,3028,1,2,1
25435,0,1,1,1,7147,32,0,0,3027,0,1,0
85826,0,4,1,1,33678,29,0,0,3026,0,0,0
654,0,3,1,1,14967,10,0,0,3022,1,0,2
11525,0,1,1,1,0,0,0,0,3008,0,1,0
40204,0,1,1,1,850,3,350,2,3006,0,2,4
22963,0,1,1,1,0,0,0,0,2998,0,1,0
47165,0,1,1,1,4545,4,0,0,2992,1,1,2
103240,0,4,1,1,44627,29,50,1,2993,1,0,-1
61737,0,2,1,1,6789,12,0,0,2921,0,1,0
25766,0,1,1,1,2548,16,100,2,2973,0,2,-1
4923,0,1,1,1,305,2,0,0,2985,0,1,0
56687,0,4,1,1,48989,28,0,0,2973,1,0,2
45149,0,1,1,1,21292,10,0,0,2949,0,1,0
57477,0,1,1,1,2607,4,0,0,3038,1,1,2
48265,0,1,1,1,1000,1,0,0,2951,0,1,0
34249,0,1,1,1,4100,12,0,0,2951,0,1,0
25671,0,2,1,1,10513,12,0,0,2945,1,0,2
191583,0,3,1,1,25675,18,0,0,2950,1,0,2
90332,0,2,1,1,12845,25,0,0,2927,1,0,2
53532,0,4,1,1,30808,18,0,0,2927,1,0,2
71507,0,1,1,1,3750,6,0,0,2934,0,1,0
35196,0,1,1,1,0,0,0,0,2922,0,1,0
30034,0,1,1,1,15816,6,0,0,2908,0,1,0
47787,0,4,1,1,47223,21,450,1,2921,1,2,1
46967,0,1,1,1,2000,9,0,0,2888,0,1,0
5110,0,1,1,1,0,0,0,0,2901,0,1,0
5000,0,1,1,1,5000,1,0,0,2893,0,1,0
126701,0,3,1,1,20636,15,0,0,2878,0,0,0
34855,0,1,1,1,230,3,0,0,2882,0,1,0
34464,0,2,1,1,5312,5,0,0,2886,0,1,0
86638,0,4,1,1,45861,13,0,0,2867,1,0,2
65812,0,1,1,1,185,2,0,0,2854,0,1,0
58195,0,3,1,1,24808,13,0,0,2838,0,0,0
34781,0,3,1,1,11270,12,0,0,2859,1,0,2
22457,0,3,1,1,17579,15,0,0,2858,1,0,2
19996,0,1,1,1,500,1,0,0,3217,0,1,0
26256,0,1,1,1,2000,9,0,0,2847,0,1,0
3129,0,1,1,1,0,0,0,0,2840,0,1,0
9611,0,1,1,1,2250,3,0,0,2845,1,1,2
40702,0,4,1,1,39897,14,0,0,2826,1,0,2
105579,0,3,1,1,16332,12,0,0,2830,0,0,0
46654,0,1,1,1,3215,6,0,0,2830,0,1,0
39715,0,3,1,1,17388,12,0,0,2826,0,0,0
199,0,1,1,1,0,0,0,0,2822,0,1,0
6345,0,2,1,1,7719,18,0,0,2805,1,0,2
10307,0,1,1,1,0,0,0,0,2808,1,1,2
37997,0,2,1,1,11073,5,0,0,2805,0,1,0
102083,0,3,1,1,12978,14,150,2,2780,0,2,-1
18260,0,1,1,1,500,1,0,0,2780,0,1,0
28484,0,1,1,1,350,3,0,0,2782,0,1,0
29105,0,1,1,1,5000,1,0,0,2774,0,1,0
49560,0,1,1,1,0,0,0,0,2770,0,1,0
29346,0,1,1,1,150,1,150,1,2773,0,1,3
75288,0,4,1,1,36866,20,0,0,2774,0,0,0
42366,0,2,1,1,6293,9,0,0,2770,0,1,0
48363,0,1,1,1,790,3,0,0,2766,0,1,0
11529,0,3,1,1,15738,15,0,0,2768,1,0,2
61956,0,1,1,1,17500,2,0,0,2755,0,1,0
85346,0,1,1,1,2835,3,0,0,2748,1,1,2
66539,0,3,1,1,27894,17,0,0,2741,0,0,0
14513,0,1,1,1,0,0,0,0,2731,0,1,0
45742,0,1,1,1,7625,23,250,1,2712,0,2,3
39862,0,3,1,1,14152,18,350,2,2727,1,2,-1
91296,0,3,1,1,19057,16,0,0,2712,0,0,0
117290,0,1,1,1,1754,8,0,0,2717,0,1,0
75556,0,1,1,1,2790,6,0,0,2712,0,1,0
5103,0,1,1,1,5103,2,0,0,2697,0,1,0
10747,0,1,1,1,990,4,500,1,2697,1,2,1
31789,0,1,1,1,10220,17,0,0,2699,1,1,2
59515,0,1,1,1,3170,5,0,0,2705,0,1,0
86913,0,2,1,1,23705,6,0,0,2691,0,0,0
49129,0,2,1,1,16921,18,500,1,2692,1,2,1
145750,0,2,1,1,10986,12,0,0,2531,0,0,0
7041,0,1,1,1,1747,12,0,0,2718,1,1,2
44514,0,1,1,1,3577,13,0,0,2657,0,1,0
96490,0,1,1,1,2000,1,0,0,2665,1,1,2
91048,0,4,1,1,51580,20,100,1,2669,1,0,-1
20352,0,1,1,1,1900,5,500,1,2658,0,2,3
34294,0,3,1,1,17683,14,0,0,2661,1,0,2
106155,0,1,1,1,0,0,0,0,2657,0,1,0
29244,0,2,1,1,6252,13,0,0,2650,0,1,0
27592,0,1,1,1,335,3,0,0,2633,0,1,0
16128,0,1,1,1,475,3,0,0,2643,0,1,0
7456,0,1,1,1,0,0,0,0,2635,0,1,0
33604,0,3,1,1,13619,16,0,0,2633,0,0,0
24803,0,1,1,1,0,0,0,0,2623,0,1,0
58411,0,1,1,1,2500,1,0,0,2619,1,1,2
3273,0,1,1,1,500,1,0,0,2749,0,1,0
28480,0,1,1,1,2644,6,0,0,2628,0,1,0
46706,0,1,1,1,3344,16,0,0,2609,0,1,0
102230,0,1,1,1,3406,5,500,1,2620,0,2,3
12096,0,1,1,1,50,1,50,1,2607,0,1,3
118487,0,1,1,1,3388,14,0,0,2592,0,1,0
20518,0,2,1,1,5580,10,0,0,2600,0,1,0
6280,0,1,1,1,1220,6,200,2,2578,1,2,5
11700,0,1,1,1,0,0,0,0,2585,0,1,0
391,0,1,1,1,9000,1,0,0,2581,1,1,2
88563,0,4,1,1,42410,27,0,0,2567,0,0,0
25748,0,1,1,1,0,0,0,0,2566,0,1,0
27102,0,3,1,1,27102,9,0,0,2563,0,0,0
25824,0,3,1,1,17760,20,750,2,2559,1,2,-1
23054,0,1,1,1,400,3,300,2,2553,0,2,4
29150,0,3,1,1,13952,14,0,0,2544,1,0,2
37529,0,4,1,1,25706,14,0,0,2558,1,0,2
7515,0,2,1,1,13681,18,0,0,2552,1,0,2
194576,0,4,1,1,41315,16,550,1,2539,1,2,-1
24265,0,1,1,1,1854,12,0,0,2550,0,1,0
16773,0,1,1,1,140,2,0,0,2525,0,1,0
110480,0,4,1,1,44191,22,500,1,2539,1,2,1
86273,0,3,1,1,35304,15,500,1,2523,0,2,3
20674,0,3,1,1,16876,22,0,0,2528,1,0,2
8335,0,1,1,1,3750,16,0,0,2522,0,1,0
40893,0,1,1,1,1130,3,0,0,2518,0,1,0
14748,0,1,1,1,2210,7,0,0,2497,1,1,2
49514,0,1,1,1,4500,22,0,0,2569,0,1,0
7457,0,1,1,1,17131,5,0,0,2496,1,1,2
97193,0,2,1,1,13338,12,0,0,2502,0,0,0
68456,0,2,1,1,6317,5,0,0,2488,0,1,0
123842,0,3,1,1,24295,14,0,0,2500,0,0,0
61285,0,5,1,1,55027,22,0,0,2412,1,0,2
20157,0,1,1,1,1450,3,150,1,2455,0,1,3
41073,0,3,1,1,13993,20,0,0,2493,0,0,0
21784,0,2,1,1,6208,14,0,0,2483,0,1,0
12868,0,1,1,1,1875,8,0,0,2483,0,1,0
147862,0,4,1,1,44783,14,0,0,2426,1,0,2
11836,0,1,1,1,5075,14,350,1,2479,1,2,1
75279,0,1,1,1,5375,21,0,0,2459,0,1,0
72085,0,3,1,1,20310,12,150,1,2462,0,2,3
2039,0,1,1,1,0,0,0,0,2451,0,1,0
2214,0,1,1,1,0,0,0,0,2448,0,1,0
16208,0,1,1,1,0,0,0,0,2451,0,1,0
25829,0,1,1,1,1375,4,0,0,2444,0,1,0
83217,0,1,1,1,3679,4,0,0,2447,1,1,2
9520,0,3,1,1,12515,13,0,0,2438,1,0,2
103215,0,3,1,1,16726,14,0,0,2427,1,0,2
62629,0,4,1,1,36986,14,0,0,2438,0,0,0
45603,0,2,1,1,5964,13,0,0,2432,0,1,0
44792,0,2,1,1,9463,16,0,0,2430,0,1,0
97535,0,1,1,1,0,0,0,0,2418,0,1,0
60085,0,3,1,1,14714,17,0,0,2404,1,0,2
76938,0,3,1,1,23503,13,0,0,2422,1,0,2
7685,0,1,1,1,500,4,0,0,2406,0,1,0
102942,0,5,1,1,56780,18,0,0,2405,0,0,0
7029,0,1,1,1,495,3,0,0,2565,1,1,2
2119,0,1,1,1,0,0,0,0,2399,0,1,0
77753,0,3,1,1,12483,13,0,0,2377,0,0,0
46186,0,2,1,1,9744,14,0,0,2364,0,1,0
54810,0,3,1,1,19665,21,0,0,2368,0,0,0
25637,0,1,1,1,445,3,0,0,2367,0,1,0
35088,0,1,1,1,320,2,0,0,2362,0,1,0
73899,0,1,1,1,2745,14,500,1,2362,0,2,3
81171,0,1,1,1,3700,4,100,1,2348,0,1,3
39418,0,1,1,1,700,3,200,2,2343,0,2,4
62124,0,1,1,1,0,0,0,0,2355,1,1,2
14134,0,1,1,1,2125,9,0,0,2312,1,1,2
20353,0,1,1,1,1729,5,0,0,2298,0,1,0
93154,0,4,1,1,30752,21,0,0,2333,1,0,2
9492,0,1,1,1,781,6,250,1,2320,0,1,3
32824,0,1,1,1,1660,5,100,1,2339,1,1,1
28312,0,1,1,1,1726,13,0,0,2335,1,1,2
78462,0,3,1,1,20291,14,0,0,2311,0,0,0
32740,0,1,1,1,10722,4,0,0,2315,1,1,2
57293,0,1,1,1,1000,1,0,0,2319,0,1,0
174743,0,1,1,1,27460,12,0,0,2326,0,0,0
59486,0,1,1,1,3517,4,0,0,2315,1,1,2
56805,0,3,1,1,16617,17,0,0,2307,0,0,0
18545,0,3,1,1,25053,22,0,0,2304,1,0,2
5570,0,1,1,1,9094,26,0,0,2287,1,0,2
127835,0,4,1,1,52700,21,0,0,2301,1,0,2
32540,0,4,1,1,44283,17,100,1,2297,1,0,1
162840,0,5,1,1,57382,15,0,0,2277,0,0,0
7369,0,1,1,1,0,0,0,0,2277,0,1,0
16378,0,1,1,1,0,0,0,0,2272,0,1,0
39859,0,1,1,1,3675,8,0,0,2272,0,1,0
44214,0,3,1,1,24928,13,0,0,2259,0,0,0
73102,0,3,1,1,18156,20,0,0,2272,1,0,2
3552,0,1,1,1,10597,17,0,0,2264,1,1,2
71593,0,3,1,1,22666,17,0,0,2266,0,0,0
23385,0,3,1,1,18303,15,150,1,2248,1,2,1
51176,0,4,1,1,40397,16,0,0,2243,0,0,0
12426,0,1,1,1,0,0,0,0,2238,0,1,0
10062,0,1,1,1,2000,9,0,0,2242,0,1,0
34790,0,1,1,1,0,0,0,0,2272,0,1,0
51592,0,1,1,1,18678,9,0,0,2230,0,1,0
23294,0,1,1,1,420,4,0,0,2228,0,1,0
33398,0,3,1,1,14086,15,0,0,2223,0,0,0
60250,0,3,1,1,43071,12,0,0,2214,1,0,2
81871,0,3,1,1,23068,20,0,0,2222,1,0,2
430,0,1,1,1,220,1,0,0,2196,0,1,0
75949,0,1,1,1,952,4,0,0,2195,0,1,0
44206,0,3,1,1,22598,14,500,1,2247,0,2,3
125274,0,1,1,1,3150,4,550,2,2194,1,2,-1
104670,0,1,1,1,3993,12,0,0,2202,0,1,0
28731,0,4,1,1,29782,11,0,0,2182,1,0,2
74352,0,3,1,1,17868,15,0,0,2188,0,0,0
70308,0,4,1,1,41704,19,0,0,2186,1,0,2
98722,0,3,1,1,18012,19,50,1,2178,0,0,3
79020,0,1,1,1,3422,10,0,0,2179,0,1,0
28335,0,1,1,1,400,3,0,0,2161,0,1,0
22011,0,1,1,1,0,0,0,0,2167,0,1,0
49436,0,4,1,1,33836,13,0,0,2167,0,0,0
145072,0,1,1,1,15000,4,0,0,2152,1,0,2
8992,0,2,1,1,9113,11,0,0,2145,1,1,2
72497,0,3,1,1,24279,13,0,0,2161,0,0,0
62335,0,1,1,1,500,1,0,0,2147,0,1,0
41556,0,3,1,1,26682,4,0,0,2131,0,0,0
15436,0,1,1,1,6147,13,0,0,2138,0,1,0
109618,0,3,1,1,14159,11,0,0,2138,0,0,0
182228,0,4,1,1,41048,12,0,0,2139,0,0,0
1000,0,1,1,1,0,0,0,0,2126,0,1,0
36699,0,1,1,1,2500,13,0,0,2119,0,1,0
135828,0,3,1,1,34495,28,450,2,2142,1,2,-1
